Timestamp,Distance (mm)
2024-05-27 14:16:51,149
2024-05-27 14:16:53,150
2024-05-27 14:16:55,147
2024-05-27 14:16:57,148
2024-05-27 14:16:59,150
2024-05-27 14:17:01,150
2024-05-27 14:17:03,148
2024-05-27 14:17:05,148
2024-05-27 14:17:07,147
2024-05-27 14:17:09,147
2024-05-27 14:17:11,148
2024-05-27 14:17:13,148
2024-05-27 14:17:15,147
2024-05-27 14:17:17,148
2024-05-27 14:17:19,147
2024-05-27 14:17:21,149
2024-05-27 14:17:23,147
2024-05-27 14:17:25,150
2024-05-27 14:17:27,150
2024-05-27 14:17:29,147
2024-05-27 14:17:31,147
2024-05-27 14:17:33,147
2024-05-27 14:17:35,148
2024-05-27 14:17:37,144
2024-05-27 14:17:39,147
2024-05-27 14:17:41,149
2024-05-27 14:17:43,149
2024-05-27 14:17:45,149
2024-05-27 14:17:47,148
2024-05-27 14:17:49,149
2024-05-27 14:17:51,149
2024-05-27 14:17:53,147
2024-05-27 14:17:55,148
2024-05-27 14:17:57,149
2024-05-27 14:17:59,147
2024-05-27 14:18:01,148
2024-05-27 14:18:03,150
2024-05-27 14:18:05,147
2024-05-27 14:18:07,148
2024-05-27 14:18:09,151
2024-05-27 14:18:11,150
2024-05-27 14:18:13,148
2024-05-27 14:18:15,147
2024-05-27 14:18:17,148
2024-05-27 14:18:19,150
2024-05-27 14:18:21,151
2024-05-27 14:18:23,146
2024-05-27 14:18:25,149
2024-05-27 14:18:27,148
2024-05-27 14:18:29,148
2024-05-27 14:18:31,147
2024-05-27 14:18:33,149
2024-05-27 14:18:35,149
