Timestamp,Distance (mm)
2024-05-27 13:53:47,147
2024-05-27 13:54:03,150
2024-05-27 13:54:59,148
2024-05-27 13:55:04,150
2024-05-27 13:55:06,148
2024-05-27 13:55:06,149
2024-05-27 13:55:07,149
2024-05-27 13:55:08,149
2024-05-27 13:55:08,149
